branch,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
CSE,7.26,3,5.5,6.3,64.8,6.9,3.7,4.2,2,4,0,2,0,0,1,19.46
CE,9.73,0,4.3,5.8,64.1,8,6.2,3.6,1,4,2,0,0,1,0,
EE,7.11,0,5.9,3.1,63.8,5.4,2.9,1.2,0,4,1,0,0,1,0,
CE,7.22,0,6.6,5.6,64,3.9,4.1,2.7,1,1,3,2,0,0,1,17.15
ME,8.79,2,4.6,5.7,46.5,6.9,4.6,3.2,1,0,2,0,0,2,0,
CSE,7.32,3,6.5,5.1,82.7,6.3,2.2,1.4,1,3,2,0,1,2,1,15.79
CSE,6.73,0,7.8,7.8,75.7,5.4,5.3,1.5,1,3,0,1,0,2,1,18.57
IT,8.21,3,7.5,4.9,76.7,7.9,8.5,2.3,0,1,2,1,0,1,1,20.07
CSE,8.72,0,9.2,5.7,61.5,7,5.3,5.4,1,2,0,0,0,3,1,18.87
IT,6.48,1,8.4,6,65.1,4.2,4.1,3.9,2,3,1,0,0,2,0,
CE,7.68,1,4.9,5.3,69,4.3,9.8,5.5,2,2,1,0,2,2,0,
Chemical,6.98,0,7.4,2.2,59.7,6.2,9.1,4.6,1,3,1,0,0,3,1,15.76
Chemical,7.05,0,5.4,7.5,83,2.3,7,4.6,0,2,0,0,0,1,0,
EE,6.4,3,5.1,3.5,71.1,6.8,5.9,5.9,1,2,0,1,0,0,0,
ME,8.19,0,5.4,6.1,82.6,4.2,0.9,6.1,2,2,4,1,2,2,1,16.19
ME,7.84,0,5.5,5.9,39.2,4,6.1,8.8,1,3,1,1,0,2,1,17.99
CSE,7.61,0,6.1,4.3,72.8,8.4,3.6,1.7,1,1,1,2,0,3,1,15.52
CSE,7.85,1,3.5,6.4,57.1,8.5,6.3,5.2,0,4,1,0,0,0,1,16.47
CE,6.12,0,6.6,8.3,90.7,5.4,6.8,3.6,1,1,2,1,2,3,1,17.32
IT,6.67,1,5.3,6.6,38.6,6.9,7.7,1.6,1,3,0,1,0,3,0,
ECE,6.52,0,7,3,59.3,5.1,6.5,4.2,2,2,2,0,1,2,1,18.15
ME,8.19,2,3.2,7.3,67,9.2,1.3,3.6,1,2,1,2,0,1,0,
CE,8.05,0,5.6,4.2,66.2,4.3,5.4,7.1,1,4,2,2,2,1,1,16.6
Chemical,6.05,0,5.4,4,74.7,2.8,4.3,6.8,3,1,3,1,0,0,0,
CSE,7.41,0,5.6,4.6,46.7,7.7,1.5,5.5,2,1,2,0,1,2,1,15.64
CSE,7.33,1,5.5,5.8,56.7,5.8,4.3,4.6,0,1,3,0,0,0,0,
Chemical,8.45,1,5.7,3.8,68.5,7.2,6.3,8.2,0,3,1,0,2,2,0,
CSE,6.36,0,7.5,8.1,40.1,6.7,5.1,6.2,0,1,1,0,0,0,1,21.47
EE,8.1,2,7.6,6.5,66.4,6.9,6.7,6.9,3,3,0,1,0,0,1,24.8
EE,7.19,0,4.4,4.7,60.8,6.9,6,5.9,0,2,2,0,1,3,0,
ECE,6.5,0,6.5,4.4,57.3,6.3,5.6,0.8,1,1,0,2,0,2,0,
ME,8.06,0,7.5,4.1,73.9,3.7,6,1.2,2,2,0,0,2,3,0,
IT,7.52,1,4.9,3.4,62.2,5.6,3.1,3.1,3,0,0,0,0,1,1,15.76
CSE,7.31,0,7.6,3.9,55.7,7.7,5.9,8.3,1,3,1,2,0,2,1,19.26
CSE,7.96,0,6,1.6,62,2.7,3,6.3,0,0,3,0,0,3,0,
ME,7.67,2,6.9,5.4,56,6.9,8.8,2.6,0,3,1,1,0,2,0,
ME,6.24,0,9,6,81.5,5.2,3.9,1.9,1,1,1,0,0,3,1,14.5
CE,8.18,0,8.3,8.2,68.9,8.3,6.3,3.4,2,4,2,2,0,3,1,25.34
Chemical,8.38,0,7.9,4,83.4,6.7,7,2.5,2,2,2,0,1,0,1,17.82
Chemical,7.98,0,6.2,5.1,65.2,8.8,7.1,2.5,2,3,3,0,0,0,1,15.66
CSE,7.99,1,8.7,6.8,89.3,1.7,2.5,5.7,3,1,2,0,0,0,1,22.43
ECE,6.74,1,5.7,5.3,49.6,7.7,6,3.6,0,1,3,1,0,0,1,17.62
CSE,6.66,0,6.9,5.1,63.5,8.6,5,5.1,1,2,0,2,1,2,1,16.61
Chemical,6.31,0,6.9,7.5,77.1,7.8,8.6,0,2,3,0,2,1,0,1,19.1
ECE,9.02,1,4.7,6.5,65.4,4.7,6,3.9,0,2,2,0,0,0,0,
ME,8.22,2,4.7,7.2,33.2,5.1,6.9,1.7,0,1,0,1,1,0,1,19.45
IT,7.88,0,5.9,5.6,63,8.1,3.9,3,1,1,2,0,1,1,1,16.89
ME,7.6,0,7.6,5.4,54.3,7.4,4.7,3.8,0,1,3,2,1,0,1,15.17
CSE,7.4,1,7,3.6,47.4,5.5,5.5,4.2,3,3,2,2,1,0,0,
ME,6.89,0,5.3,8.7,56.4,5.8,1.2,6.1,1,0,0,2,2,1,1,16.45
EE,8.35,0,6,5.2,76.7,4.5,2.7,6,0,3,3,0,1,1,1,16.89
EE,7.27,1,5.7,5.6,48.1,4,7.8,3,2,1,2,3,0,2,1,21.17
EE,6.66,0,7.2,3.8,60.9,5.7,2.1,3,1,1,2,0,0,1,0,
CSE,6.62,1,3.8,8,66,8,3.6,0.7,0,2,2,1,0,0,1,12.71
ECE,6.86,3,6.5,4.3,61.2,6,1.4,1.9,0,3,0,0,0,0,0,
EE,5.3,0,5.3,6.5,75.8,3.7,2.9,2.8,2,2,2,1,0,0,1,15.15
IT,7.91,1,3.9,6.8,73.8,3.9,6,6.8,3,3,1,0,0,1,1,22.53
CSE,6.46,0,8.7,5.2,56.1,7.1,7.2,6.1,1,2,0,1,2,0,0,
CSE,7.55,0,5.1,7.4,84.3,4.6,3.8,0.6,2,2,1,2,0,2,1,19.32
EE,8.78,2,8.8,7,61,5.5,3.7,3.7,0,3,1,2,0,2,0,
CE,4,0,6.5,3.9,57.5,7.3,5.6,4.1,0,1,1,0,0,0,0,
CSE,6.25,0,6.8,2.6,50.9,3.6,5.5,4.9,3,3,2,1,1,1,0,
CE,7.69,1,5.5,4.6,55.6,4.8,0,5.1,1,3,1,1,0,2,0,
Chemical,8.23,0,3.1,3.1,50.7,7.1,4.6,6.7,3,2,1,0,1,1,0,
EE,5.85,0,4.8,5.6,76.8,8.2,5.3,3.2,1,2,1,2,1,3,0,
ME,5.97,0,4.9,5.9,62.9,5.9,4.8,3.1,2,2,2,0,0,2,1,17.6
IT,6.67,2,6,5.4,54,3.3,5.3,5.1,2,4,1,1,1,0,0,
CSE,6.55,0,4.1,5.4,43.2,6.6,3.4,5,1,0,1,1,1,1,1,16.34
ME,6.6,0,5.3,6,67.2,7,5.5,2.6,3,0,0,0,1,0,1,16.58
CE,6.09,0,4.7,7.5,53.5,5,5.6,1.8,2,1,3,0,0,0,0,
ME,7.94,0,7.8,5.6,74.5,5.9,5.6,6.4,0,2,1,1,1,2,0,
Chemical,7.65,0,5.9,5.9,65.5,6.7,1.6,5.9,0,2,2,1,0,0,1,15.94
ECE,6.28,2,4.8,4.9,74.2,4.5,4.4,3.2,3,5,3,1,0,2,0,
CSE,7.76,0,5.2,5.8,69.1,7.4,7.8,7.1,1,2,1,0,0,1,1,19.36
Chemical,7.61,0,5.3,7.2,62.7,5.5,7.6,3.4,2,5,0,2,1,2,1,19.56
CSE,7.28,3,9.3,6.2,57.3,8.3,7.2,5.9,0,2,0,0,2,3,1,21.91
ECE,7.07,2,4.7,6.6,86.1,6.5,6.7,6.2,1,2,1,2,1,0,0,
CE,7.96,2,5,5.7,69.4,6.6,5.1,6.4,3,1,0,0,0,1,0,
Chemical,6.75,1,7.8,5.5,55.6,5.5,6.4,4.8,0,4,1,1,1,0,0,
CE,8.1,0,5.9,4.6,66.6,6.6,4.8,1.9,3,5,0,0,0,3,0,
ME,8.32,0,4.7,6.8,38.1,7.6,6,3.4,0,3,1,0,1,2,1,17.6
CE,8.23,3,5.9,5.7,70.4,5.2,3.4,3.3,0,4,2,0,0,0,0,
Chemical,6.46,2,3.7,4.8,76.9,7.9,5.7,2.1,3,3,0,0,0,1,0,
IT,8.15,1,4.6,7.5,55.5,7.9,4.5,3.7,0,2,0,1,0,3,1,15.25
CSE,6.47,0,4.7,3.5,67.4,6.1,5.6,4.9,0,2,4,3,2,2,1,13.6
IT,7.01,1,3.4,8.1,67.4,5.1,1.9,3.7,0,2,2,0,0,2,1,16.84
IT,7.08,2,4.8,4.1,87.4,6.8,2.8,5.4,2,1,2,1,0,1,1,19.92
EE,7.23,0,5.6,4.9,68.4,4,5.9,3.9,1,2,2,1,1,1,1,17.94
EE,6.87,3,6,5.7,83.5,5.4,5.1,4.4,1,2,2,0,1,3,1,15.17
ME,7.26,2,5.4,6.1,45.5,8.2,4.2,4.2,1,2,1,0,1,2,0,
EE,7,0,5.8,4.4,69.2,4.4,4.5,2.3,2,4,1,1,2,2,1,14.97
EE,6.67,0,6.9,4.2,56.4,4.9,2,0.1,1,0,2,1,1,1,1,16.14
CSE,7.29,0,7,10,50.9,2.5,6.5,5.5,1,4,3,0,0,0,1,20.27
ECE,6.99,1,4.5,9.4,67.2,5.5,6.3,4.5,2,1,3,1,2,0,0,
CSE,8.61,0,7.9,5.2,64.1,4.4,2.2,1.7,0,4,2,0,1,0,1,14.35
IT,6.48,0,3.4,4.5,66.6,5.3,5.4,4.8,2,1,2,0,0,0,0,
EE,6.83,1,6.6,7.5,62.1,3.9,6.1,4.5,1,3,0,0,0,1,1,18.34
ME,7.56,0,2.8,4.3,70.7,8.4,5.4,4.4,2,1,1,1,1,2,0,
IT,7.19,0,6.4,5.5,65,6,5.9,4.3,2,2,1,0,0,1,1,18.07
EE,5.89,0,8.8,5.4,68,3.1,2.5,7.2,0,3,1,2,0,2,0,
Chemical,7.43,0,7.4,3.9,60.1,6,2.5,10,1,2,1,1,0,0,0,
CSE,7.37,1,4.7,6,54.7,4.2,5.8,4.5,2,0,0,0,0,1,1,16.35
ME,5.78,0,5.6,7.9,80.8,5.8,5.4,4,1,1,1,1,0,0,0,
EE,6,0,4.1,7.6,53.3,5.1,3.8,3.9,3,2,0,0,1,2,0,
CSE,6.73,1,6.5,6.3,59.8,6.4,5.1,6,1,4,2,1,0,2,1,16.16
ECE,6.96,1,6.8,4.8,82.1,9.2,6.1,3.7,3,2,0,3,0,0,1,21.88
ME,8.59,0,4.8,6.5,71.1,5.2,2.3,3.4,1,1,1,2,0,0,1,17.95
IT,8.21,0,7.2,6.6,59,6.7,2.9,4.3,2,1,3,1,0,2,1,22.99
ME,9.09,1,5.6,4.9,70.8,6.2,5.2,5.6,1,2,3,0,0,1,0,
ME,6.55,0,6.9,6.1,47.2,5.2,6.8,4.8,1,3,0,0,2,2,1,16.52
ME,6.83,0,6.6,4.9,61.2,7.5,6.3,0.8,2,3,0,2,0,3,1,18.13
CSE,8.33,0,6.9,4.3,81.8,5.6,5.7,5.4,2,3,4,2,0,0,1,17.5
Chemical,8.3,0,7.9,4.3,65,6,8.6,4.8,0,2,1,0,0,1,1,17.29
ECE,7.47,0,5.3,1.2,48.8,5.2,3.7,4.9,0,1,1,1,0,2,0,
CE,7.07,0,7.7,7.9,40.7,6.8,4,6.9,0,2,1,1,0,0,0,
CSE,7.23,0,4.5,4.6,82.5,5,7.7,5.7,0,3,2,0,1,0,1,16.68
ME,8.53,0,7.9,3.3,59.8,7.7,4.8,6,0,5,3,0,0,1,1,18.89
Chemical,7.5,0,5.6,5.8,79.6,4.9,6.6,3.2,2,2,1,2,0,3,1,18.41
Chemical,8.02,0,5.2,5.8,73.2,6.2,5.3,3.2,0,2,0,1,2,0,0,
ECE,8.78,0,10,5.4,68.4,8.4,3.1,3,1,3,2,2,0,2,1,18.24
CSE,8.09,3,8.9,5.6,53,8.5,6.2,5.2,2,2,1,0,2,3,1,20.51
ECE,6.98,0,6.6,6.4,65,6.6,1.6,2.2,1,2,2,0,0,1,0,
ECE,7.05,1,6.6,4.2,51.2,5.2,2.6,4.5,2,1,1,2,0,1,1,16.35
EE,7.24,0,7.2,4.1,63.8,7.6,2.3,6.9,0,3,0,3,2,2,0,
ME,7.8,2,5.8,7.4,55.9,5.9,5.3,3.8,2,3,0,0,0,2,1,23.31
IT,7.33,0,5.5,7.3,70.9,6.1,6.7,7.1,1,1,2,2,0,0,1,18.09
EE,7.85,1,4.8,4,76.2,7.8,0.9,3.3,3,5,1,1,0,2,1,16.1
ECE,6.71,0,7.5,4.7,49.7,5.6,6.6,0.2,2,1,2,0,0,0,1,18.38
IT,6.1,0,6.3,5.6,50.8,7,2.7,4.8,0,2,1,0,2,1,1,14.2
IT,6.68,1,5.7,8.5,82.7,5.1,3.6,2.4,1,3,3,0,0,1,1,15.87
CE,6.21,1,4,5.1,69.3,5.2,1.9,5.3,1,2,2,1,0,3,0,
Chemical,8.09,0,5.2,7.9,77.4,2.5,3.3,4.4,0,1,2,0,0,1,1,16.33
IT,7.56,0,6.5,5.2,82.1,8.7,2.4,5.8,3,4,1,0,1,0,1,18.68
CE,6.88,0,7.8,7.1,58,5.1,4.6,2.3,2,4,0,0,0,2,0,
Chemical,8.86,3,4.9,5.7,51.1,6.1,4.4,5.6,0,2,1,0,0,2,0,
CE,6.95,1,4.4,4.8,62.2,5.4,4.1,0.4,0,2,3,0,0,0,1,12.51
CE,7.81,0,5.1,6.4,56.7,6.9,4.9,6.2,3,2,1,0,0,2,1,18.99
ECE,6.97,0,5.2,4.3,66.6,6.1,6.1,4.3,1,2,2,1,0,1,1,19.49
IT,6.47,2,4.9,8.3,34.1,3.6,3,6.1,0,4,0,0,0,0,0,
CSE,7.79,0,6.3,5.9,56.6,8.4,4.1,5.9,1,4,0,2,0,1,1,17.33
ME,7.42,0,7.9,5.6,70.6,7,5,3.1,1,0,0,1,0,0,0,
CE,8.74,0,7.1,4.9,75.8,7.1,3.9,4.1,1,4,0,1,0,2,1,17.31
CE,8.89,0,5.7,4.7,74.4,5.1,7.8,4,2,4,0,0,0,3,1,22.27
EE,6.72,2,8.4,6.1,47.2,7.1,2.8,3.4,2,3,1,2,2,0,1,16.48
ME,6.19,0,3.3,4,54.5,5.4,0.8,3.6,0,3,1,0,0,2,1,11.53
ECE,8.28,0,4.2,5,75.2,6.6,5.2,4.1,3,2,3,1,0,1,0,
IT,7.95,0,5.2,5.8,84.7,4.6,0,3.4,0,1,3,2,0,0,0,
EE,7.42,1,7.9,5.4,52.1,7.6,4,4.9,2,1,1,0,0,3,0,
IT,6.7,0,6.8,6.7,64.7,6,5.7,7.7,1,2,0,0,1,0,0,
ECE,6.84,0,5.8,7.9,87.8,8.4,4.9,6.5,0,2,1,1,0,0,0,
EE,8.63,0,6.1,1.2,70.6,7.4,3.5,1.7,2,2,2,0,1,2,0,
EE,7.14,1,5.6,7.8,65.2,6.8,6.9,2.6,0,3,2,0,2,1,0,
ECE,6.17,3,5.7,4.4,73.1,2.9,1.3,5.6,3,2,0,0,0,0,1,15.06
IT,9.5,1,6.6,6.4,64.4,3.5,4,1.1,2,2,1,2,1,0,1,21.92
CSE,6.1,0,5.7,6.7,84.7,6.9,7.6,6.3,1,3,2,1,2,1,0,
CE,6.38,0,8,7.7,52.4,5.2,6.4,3.4,0,3,1,1,2,2,1,16.43
CE,7.41,0,3.5,4.6,63.1,7.4,7.2,5.9,1,1,1,0,0,1,1,16.64
CE,5.99,1,6.2,6.2,66.9,4.1,7.1,0,1,4,1,1,0,0,0,
EE,6.26,0,7.5,5.7,71.1,8.6,6.6,3.3,1,2,3,2,0,2,1,17.78
CSE,7.84,0,7,3.7,60.8,5.9,4.9,5.7,0,4,2,0,0,0,1,16.85
EE,6.62,0,8.6,4.5,63.1,5.8,3.8,1,2,1,2,0,0,2,1,18.41
ECE,7.22,0,5.1,5.6,70.6,5.2,6.1,5.8,1,1,1,1,0,1,1,18.2
ME,8.18,0,2.6,8.1,63.2,6.6,2.7,4.9,3,1,1,2,1,0,1,19.48
ECE,7.38,0,2.6,3.6,59.9,7.3,4.5,8.9,1,1,2,2,0,0,1,18.13
ME,6.76,0,4.6,6.8,58.1,5.4,3.8,2.8,1,3,2,0,1,0,0,
EE,6.94,2,6.1,5.4,80.7,4.3,9.1,6,0,3,1,1,0,1,1,18.74
IT,6.62,0,6.9,3.2,66.1,7.1,2.8,1.5,0,2,1,0,0,0,1,12.37
ME,6.93,0,5.1,7.6,60,6.2,0.8,0.4,1,2,0,1,1,1,1,18.35
ECE,6.75,0,5.2,4.8,68.8,8.2,4.2,2.9,1,3,3,0,0,2,1,15.13
ME,6.82,0,7.9,3,72.1,5.8,4.1,5.2,1,3,0,0,0,1,0,
EE,8.04,1,6.2,7.2,82.9,7.4,2.2,4.5,2,5,0,2,1,0,1,19.58
ECE,8.91,0,3.7,5.1,69.6,2.9,7.1,3.9,2,4,1,0,0,1,1,18.78
ME,5.51,1,5.6,4.8,75.9,7.4,4.9,3.7,3,2,3,3,0,0,1,16.57
CE,6.33,0,5.5,5.2,77.2,5.6,3.9,2.3,1,2,2,1,1,1,0,
ECE,6.15,0,5.7,8.4,73.2,7.2,3.2,1.2,0,3,3,1,0,3,1,16.4
CSE,6.24,0,7.2,5.4,61.8,6.4,3.7,0,0,3,2,0,1,0,1,12.96
CSE,7.62,0,5.7,4.2,65.2,7.8,3.2,5.3,3,2,1,0,0,1,0,
ECE,6.95,0,5.5,6.4,66.5,7.2,3.8,3.7,1,1,1,1,0,0,1,17.77
CSE,6.31,0,6.3,6.7,55.2,8.6,5.2,4.2,0,4,3,2,2,0,1,14.54
CE,7.91,0,7.5,5.2,45.3,7.6,7,5.7,1,3,0,1,1,2,0,
CSE,9.27,0,5.2,5.8,59.6,4.9,6.6,1.5,2,2,1,2,0,1,1,22.28
ECE,7.51,0,7.6,4.3,53.5,5.8,4.1,3.5,1,2,1,0,0,0,1,17.81
ECE,6.59,0,4.6,6.8,68.4,10,4.5,2.4,1,2,3,1,1,3,1,14.81
EE,6.66,0,3.8,3.4,83.6,6.6,7.4,2.5,0,3,3,1,1,1,1,12.55
IT,7.72,0,6.5,2.8,94,8.3,6.1,7.9,3,2,1,2,1,0,1,21.73
EE,7.13,0,7,8.9,66,5.8,2.2,2.3,1,5,1,0,0,0,1,16.18
CE,7.89,0,5.2,4.6,70.2,6.3,5.4,4,1,4,4,0,1,0,1,15.28
EE,6.9,0,4.1,5.2,72.2,3.9,4.2,1.5,1,2,2,0,0,0,1,15.15
CSE,5.79,1,7.1,7.6,66.9,3.6,3.2,0.1,1,2,2,0,2,1,0,
CSE,8.57,0,5,5,69.3,5.4,5.1,0.7,0,2,1,1,0,2,1,15.23
CSE,5.71,0,5.8,4.6,65.6,4.5,7.6,2.3,0,1,1,0,0,1,1,14.68
CSE,8.05,0,5.8,4.9,68.5,6.4,7,4.4,0,4,1,1,0,3,1,15.77
ECE,7.42,2,8,5.8,67.8,4.1,0,5.2,3,2,1,0,0,3,0,
CE,8.18,0,4.7,8.3,56.7,4.6,2.7,4.1,2,3,2,0,0,0,0,
CSE,6.64,2,6.2,4.2,55.7,4,2.1,3,0,2,1,0,0,0,1,13.11
Chemical,8.73,0,4.8,3.8,54.2,5.9,3.8,6.5,2,2,3,0,0,1,1,18.17
IT,8.13,1,7.4,4.5,69.3,4.6,5.9,3.9,1,4,0,2,0,2,1,20.98
Chemical,6.97,1,5.5,9.4,76,6.3,2.5,3.6,2,2,1,2,1,2,1,18.13
CSE,7.59,0,8.3,4,66.4,6.7,2.7,1.7,1,2,1,0,0,1,1,18.53
IT,8.09,2,4.8,4.2,59.7,7.9,5,1.5,0,3,2,0,0,0,0,
IT,5.94,0,5.5,6.4,59.6,6.3,5.7,3.9,1,2,0,0,2,2,1,15.82
Chemical,8.21,0,4.3,4.6,65.9,7.1,5.5,3.7,3,3,3,1,2,1,0,
CE,6.79,0,5.6,4.7,65.5,6.6,5.4,4.9,2,2,2,1,1,1,0,
IT,6.79,0,5.7,7.6,57.4,9.6,9.6,3.9,0,4,2,0,0,0,1,19.66
CSE,8.37,0,3,5.2,83.5,7.7,1.6,6,1,1,2,0,0,2,1,17.14
CSE,7.89,1,6.6,4,67.9,3.2,2.3,4.1,0,4,3,0,0,1,1,16.43
CSE,6.91,2,5.5,2,72.8,5.8,5.7,5.3,1,3,1,1,1,1,1,14.83
Chemical,6.78,1,8.4,6.7,67.8,8,4.6,8.9,3,2,1,0,1,0,1,26.8
CSE,6.8,0,6,6.9,74.4,5.7,6,8.9,1,5,2,0,0,0,1,18.95
CSE,7.39,3,5,4.6,50.3,6.2,8.2,1.9,1,4,1,2,1,1,0,
Chemical,8.16,0,8,5.6,56.4,6.9,5.6,3.8,1,2,1,1,1,1,1,19.39
CSE,6.81,2,5.2,2.2,66.8,7.4,3.4,4.1,0,3,2,0,0,3,1,12.56
IT,7.02,1,6.9,7,63.3,7.8,1,2.1,1,2,0,1,1,2,1,14.85
IT,6.17,0,9,8.5,78.8,5.5,4.9,2.4,3,3,3,0,0,2,1,20.76
CSE,8.09,0,6.7,4.1,51,6.5,2.5,5.7,0,0,2,0,1,2,1,17.86
CSE,6.99,0,6.3,5.3,76.2,4.3,6.5,3.8,2,4,2,0,0,1,1,18.59
CE,8.15,0,7.2,5,72.4,4.8,4.6,2.2,3,3,2,0,0,1,1,17.18
Chemical,7.03,0,3.9,4.7,78.4,4.4,6.3,3.7,0,1,3,0,0,1,1,12.58
IT,8.49,1,6.7,6.9,54.4,6.9,8.9,8,1,1,1,0,0,2,1,22.54
ECE,7.24,3,6.2,2.6,35.9,5.9,5.5,2,0,1,3,2,1,0,0,
ECE,7.67,0,7,6.9,67.7,2.2,6.3,4,1,3,0,0,0,0,1,19.37
ECE,8.45,0,3.8,7.9,70.1,6.9,2.3,8,0,3,0,0,0,2,1,15.68
EE,7.75,0,7.1,7,71,7.1,2.6,4.8,0,4,1,0,0,1,1,17.19
ECE,7.05,2,7,3.6,62.6,3.1,6.4,3.4,3,2,3,0,0,0,1,18.43
CSE,7.52,0,6,4.7,76.7,6.3,5.2,4.8,2,2,0,0,1,1,1,18.05
IT,7.3,0,7.8,4.8,74.8,7.1,5.5,2.8,3,3,2,1,0,1,1,20.6
ME,7.67,3,5.4,5.3,65.7,6.4,3.1,5.4,2,1,1,1,1,0,0,
CSE,8.32,0,6.4,10,89.7,6.4,5.5,4,1,3,0,0,1,2,1,23.57
IT,6.57,3,5.3,4.3,71.8,8.4,4.1,3.8,1,2,3,3,0,0,0,
CE,7.15,0,5,5.4,69.4,5.9,3.5,4.4,0,2,1,0,0,2,1,14.6
ME,6.23,1,7.9,4.8,72,6.9,6.4,2.3,1,3,2,0,0,1,1,17.91
EE,7.75,0,4.4,3.8,84.2,4.4,6.9,2,1,2,2,1,1,0,1,17.39
ME,5.1,0,6.4,7.2,61.2,7.4,4.7,4.3,1,0,1,2,0,3,1,15.99
EE,5.1,0,7.2,3.8,73.9,4.2,1.6,1.9,0,0,3,1,0,1,0,
IT,7.29,2,5.6,4.5,65.8,9.6,6.4,4.5,2,4,1,0,1,1,1,17.88
CE,6.53,0,7.2,5.1,41.8,7,6.8,2.8,1,0,1,1,0,1,0,
EE,9.24,0,4.8,10,73.3,4.9,4.6,3.2,2,3,0,0,0,2,0,
CE,7.98,0,5.5,3,78,7,3.9,0.8,1,3,2,3,1,1,1,13.98
CE,8.11,1,5.9,4.7,68.6,6.6,6.4,0.1,0,1,3,3,0,0,1,15.54
CSE,6.86,0,6.2,7,49,7.3,1.8,1.6,0,3,1,0,0,2,0,
ECE,5.92,2,6.1,3.6,78.9,6.6,5,7.6,0,3,1,3,0,2,0,
EE,6.25,0,5.7,3.9,63.9,4.7,4.4,3.8,1,1,1,0,0,0,1,16.45
ME,7.63,0,4.1,3.4,63.9,8.8,5.7,2.4,0,4,4,0,0,0,1,12.85
ME,8.09,1,2.7,5.4,66,7.8,4.7,3,3,3,3,0,2,0,1,17.8
IT,7.89,0,8.6,5.1,63.4,4.1,5.2,5.8,0,2,1,2,1,2,1,18.86
CSE,6.76,0,4.2,8.2,48.8,6.4,5.2,2.9,3,5,1,1,2,0,1,18.17
EE,7.96,0,3.6,5.9,53.3,4.7,2.3,3.1,1,2,2,2,1,2,1,13.98
ME,6.63,0,9.4,7.6,76,5.7,6.3,1.9,0,4,2,0,0,2,1,19.18
ECE,6.06,1,5.5,5.2,67.7,6.6,5.4,3.6,2,3,2,1,0,2,1,18.36
ECE,8.99,0,4.8,2.4,67.1,4.5,6.4,2,1,3,0,0,0,0,1,14.14
CSE,8.66,0,3.4,3.8,74.2,6.5,5,4.4,1,2,3,0,0,0,1,18.39
ECE,7.25,0,4.2,7,64.2,6.2,4.2,3.2,0,3,1,1,2,0,1,16.29
ECE,8.09,0,4.3,4.8,67.2,4.7,3.8,5.5,0,4,4,0,0,1,1,13.98
ME,7.56,0,6.9,6.8,75.5,5.9,2.1,6.4,0,3,2,0,0,1,1,14.74
EE,7.65,1,5.2,4.4,53.6,5.7,0.8,4.8,1,2,1,0,0,0,1,16.59
ME,8.01,1,7.6,7.1,96.8,8.6,2.2,2.4,2,4,4,2,2,2,1,20.62
IT,6.39,1,8.3,4,63,7.9,7,3.6,1,3,2,0,0,1,1,20.06
EE,7.81,2,8.3,4.9,76.3,7.3,4.3,5,1,3,1,1,0,2,1,16.62
CSE,8.95,2,5.9,6.2,75.9,6.4,0.9,2.7,0,2,3,0,1,2,1,13.04
ECE,6.19,0,7.4,4.2,62.3,6.4,2.9,8.9,1,0,2,0,2,0,1,15.11
CSE,7.06,0,4.5,1,76.6,6.9,3.6,5.6,1,2,0,0,2,1,0,
Chemical,7.46,3,8.2,3.7,59.5,4.5,4.1,0,1,3,1,2,0,1,1,15.33
IT,5.96,1,6.4,4.5,39.7,4.1,5.8,5.2,2,4,1,0,0,0,1,16.03
CSE,7.71,3,6.4,6.9,72.9,6.2,5.2,2.4,1,2,1,2,1,3,0,
CE,7.5,0,5.7,2.3,67.3,7.2,7.2,5,0,2,2,0,0,2,1,13.5
Chemical,7.54,0,6.5,7.9,63.2,7.8,5.2,5.6,1,5,0,1,1,1,1,18.46
IT,5.09,0,5.6,7.7,99,3.5,3,3.3,0,3,0,1,0,1,1,14.65
ME,7.34,3,5.4,7.2,60.9,4.6,7.6,4.6,0,3,2,0,0,1,0,
CSE,7.01,3,6.1,4.8,51.6,7.3,2.4,2.7,3,2,2,2,0,1,0,
ECE,7.69,0,4.9,5.9,84.3,6.9,4.9,5.2,0,2,1,1,0,2,1,18.51
EE,5.91,0,7.3,2,64.3,3.8,0.3,4.2,0,5,2,0,2,1,1,9.58
IT,7.82,0,6.2,3.3,39.5,8.4,3.5,3.9,1,2,2,1,0,2,0,
CE,7.09,3,5.5,5.6,53,6.3,1.3,3.5,1,3,0,1,1,2,1,15.27
CSE,7.83,1,6.8,1,66.8,5.2,6.8,5,1,3,2,0,0,1,0,
Chemical,7.03,0,7.4,4.7,57.3,10,4.1,3,1,3,3,0,1,2,1,15.78
IT,9.12,0,6.4,7,73.5,6.9,8.6,4.1,1,4,2,2,1,2,1,20.22
CSE,6.57,0,7.1,3.1,50.5,5.6,4.6,5.9,1,1,0,2,0,2,0,
CSE,8.36,0,5.9,8.4,72.3,5.6,0,2,0,0,1,1,1,1,1,17.3
CE,6.53,0,7.8,7,64,3.1,2.8,4.1,1,3,0,1,0,2,1,19.3
ECE,6.17,2,6.3,3.4,60.7,2,4.7,2.7,2,2,3,0,1,3,1,14.01
ECE,8.08,3,6.1,6.4,76.5,6.7,3.6,3.2,0,3,2,0,1,2,1,16.08
CSE,7.51,1,6.4,3.6,75.6,5.2,3,6.3,1,3,1,1,0,2,0,
